source	cite	column	line	tier	corpus_lines
page-071-L:59	πι22. 893a24	893a	24	no-corpus	
page-071-L:61	πι23. 893a37	893a	37	no-corpus	
page-071-R:1	Ζγε1. 778a26	778a	26	seam	
page-071-R:2	πι5. 891b1	891b	1	no-corpus	
page-071-R:3	63. 898a31	898a	31	no-corpus	
page-071-R:8	πι33. 894b4	894b	4	no-corpus	
page-071-R:12	πι27. 893b29	893b	29	no-corpus	
page-071-R:13	πλη8. 967b6	967b	6	no-corpus	
page-071-R:14	πι11. 892a1	892a	1	no-corpus	
page-071-R:22	πι15. 892b4	892b	4	no-corpus	
page-071-R:26	πι11. 892a1	892a	1	no-corpus	
page-071-R:27	πλα27. 960a12	960a	12	no-corpus	
page-071-R:32	πι38. 895a4	895a	4	no-corpus	
page-071-R:33	πια1. 899a2	899a	2	no-corpus	
page-071-R:33	57. 905a30	905a	30	no-corpus	
page-071-R:34	πι40. 895a15	895a	15	no-corpus	
page-071-R:44	β1. 646a33	646a	33	seam	
page-071-R:54	πι47. 896a21	896a	21	no-corpus	
page-071-R:56	πι24. 893b10	893b	10	no-corpus	
page-072-L:1	πι41. 895a24	895a	24	no-corpus	
page-072-L:5	πι14. 892b1	892b	1	no-corpus	
page-072-L:8	Ζιη1. 581a9	581a	9	seam	
page-072-L:15	πι28. 894a8	894a	8	no-corpus	
page-072-L:22	πκ7. 923a36	923a	36	no-corpus	
page-072-L:24	πι10. 891b33	891b	33	no-corpus	
page-072-L:32	πι41. 895a20	895a	20	no-corpus	
page-072-L:37	πι56. 897b19	897b	19	no-corpus	
page-072-L:37	59. 897b36	897b	36	no-corpus	
page-072-L:41	φτα5. 820b5	820b	5	no-corpus	
page-072-L:54	πι1. 891a8	891a	8	no-corpus	
page-072-L:55	πι43. 895a37	895a	37	no-corpus	
page-072-L:55	πι5. 891a35	891a	35	no-corpus	
page-072-L:56	πι2. 891a13	891a	13	no-corpus	
page-072-L:57	πι18. 892b22	892b	22	no-corpus	
page-072-L:57	54. 897a1	897a	1	no-corpus	
page-072-L:58	λγ10. 962b8	962b	8	no-corpus	
page-072-L:58	πι54. 897b11	897b	11	no-corpus	
page-072-L:59	πι51. 896b8	896b	8	no-corpus	
page-072-R:3	πι48. 896a30	896a	30	no-corpus	
page-072-R:9	Ζιθ1. 588 a20	588a	20	seam	
page-072-R:17	ημβ5. 1200b10	1200b	10	no-corpus	
page-072-R:17	6. 1203 a19	1203a	19	no-corpus	
page-072-R:20	187. 1511a44	1511a	44	no-corpus	
page-072-R:24	πλ6. 956a11	956a	11	no-corpus	
page-072-R:24	3. 955b4	955b	4	no-corpus	
page-072-R:44	πκθ7. 950b32	950b	32	no-corpus	
page-072-R:48	22. 1478a7	1478a	7	no-corpus	
page-072-R:50	Ηη1. 1145a23	1145a	23	seam	
page-072-R:53	183. 1509b23	1509b	23	no-corpus	
page-073-L:21	ρ38. 1445b4	1445b	4	no-corpus	
page-073-L:23	Ηζ1. 1138b23	1138b	23	seam	
page-073-L:30	πα24. 862a31	862a	31	no-corpus	
page-073-L:31	42. 945a17	945a	17	no-corpus	
page-073-L:32	πκζ11. 949a11	949a	11	no-corpus	
page-073-L:33	πια15. 900b12	900b	12	no-corpus	
page-073-L:34	πβ1. 866b10	866b	10	no-corpus	
page-073-L:34	23. 868 b12	868b	12	no-corpus	
page-073-L:48	394. 1543b17	1543b	17	no-corpus	
page-073-L:55	πιβ3. 906b19	906b	19	no-corpus	
page-073-L:56	φτβ6. 826b36	826b	36	no-corpus	
page-073-R:7	Πε1. 1301a31	1301a	31	seam	
page-073-R:9	Πε1. 1301a35	1301a	35	seam	
page-073-R:20	ημβ11. 1210a7	1210a	7	no-corpus	
page-073-R:25	ρ30. 1436b1	1436b	1	no-corpus	
page-073-R:28	πιε9. 912a34	912a	34	no-corpus	
page-073-R:33	248. 1524a15	1524a	15	no-corpus	
page-073-R:37	πγ13. 873a2	873a	2	no-corpus	
page-073-R:39	Ζμγ14. 674b20	674b	20	seam	
page-073-R:40	278. 1528a1	1528a	1	no-corpus	
page-073-R:41	Ηγ15. 1119b11	1119b	11	seam	
page-073-R:50	89. 1492a12	1492a	12	no-corpus	
page-073-R:55	πβ23. 868b16	868b	16	no-corpus	
page-073-R:55	8. 867a14	867a	14	no-corpus	
page-073-R:55	ε7. 881a27	881a	27	no-corpus	
page-073-R:56	ια33. 903a23	903a	23	no-corpus	
page-073-R:56	λδ12. 964b11	964b	11	no-corpus	
page-073-R:57	Ζιβ1. 497 b17	497b	17	seam	
page-073-R:60	πδ26. 879b2	879b	2	no-corpus	
page-073-R:60	κδ10. 937a2	937a	2	no-corpus	
page-074-L:2	δ10. 689a1	689a	1	seam	
page-074-L:4	ρ2. 1423a7	1423a	7	no-corpus	
page-074-L:6	Πβ12. 1274b9	1274b	9	seam	
page-074-L:11	ρ37. 1443a22	1443a	22	no-corpus	
page-074-L:16	Ηι1. 1163b32	1163b	32	seam	
page-074-L:37	β1. 646a23	646a	23	seam	
page-074-L:38	δ1. 523a32	523a	32	seam	
page-074-L:50	ημβ11. 1210a13	1210a	13	no-corpus	
page-074-L:55	ημβ11. 1210a9	1210a	9	no-corpus	
page-074-L:61	ρ11. 1430a33	1430a	33	no-corpus	
page-074-R:6	Ζιβ1. 497b28	497b	28	seam	
page-074-R:17	250. 1524b24	1524b	24	no-corpus	
page-074-R:21	Ζικ1. 634b19	634b	19	no-corpus	
page-074-R:25	Ζικ3. 635b40	635b	40	no-corpus	
page-074-R:28	140. 1502a5	1502a	5	no-corpus	
page-074-R:32	Ζιγ21. 523a4	523a	4	seam	
page-074-R:44	ρ2. 1422a27	1422a	27	no-corpus	
page-074-R:44	19. 1433a32	1433a	32	no-corpus	
page-074-R:45	37. 1442b8	1442b	8	no-corpus	
page-074-R:54	438. 1550a29	1550a	29	no-corpus	
page-074-R:58	θ16. 1163 b14	1163b	14	seam	
page-074-R:60	θ16. 1163b14	1163b	14	seam	
page-075-L:2	4. 940b20	940b	20	no-corpus	
page-075-L:11	πκδ9. 936b35	936b	35	no-corpus	
page-075-L:15	πκγ6. 932a27	932a	27	no-corpus	
page-075-L:17	ρ9. 1430a11	1430a	11	no-corpus	
page-075-L:18	ημβ7. 1206b8	1206b	8	no-corpus	
page-075-L:22	ημα34. 1194a38	1194a	38	no-corpus	
page-075-L:32	πκγ3. 931 b12	931b	12	no-corpus	
page-075-L:33	13. 933a13	933a	13	no-corpus	
page-075-L:35	Οβ13. 294a19	294a	19	seam	
page-075-L:36	8. 915a2	915a	2	no-corpus	
page-075-L:40	ρ2. 1422a32	1422a	32	no-corpus	
page-075-L:48	ρ1. 1421a16	1421a	16	no-corpus	
page-075-L:50	πιθ24. 919b16	919b	16	no-corpus	
page-075-L:54	14. 674b22	674b	22	seam	
page-075-R:2	πλα3. 957b12	957b	12	no-corpus	
page-075-R:5	524. 1563b38	1563b	38	no-corpus	
page-075-R:9	399. 1544b3	1544b	3	no-corpus	
page-075-R:10	399. 1544b13	1544b	13	no-corpus	
page-075-R:17	Κ13. 14b34	14b	34	seam	
page-075-R:23	Κ13. 14b33	14b	33	seam	
page-075-R:24	ημβ11. 1210b18	1210b	18	no-corpus	
page-075-R:25	414. 1547 a19	1547a	19	no-corpus	
page-075-R:26	ρ37. 1442b6	1442b	6	no-corpus	
page-075-R:26	8, 1443b1	1443b	1	no-corpus	
page-075-R:27	ρ19. 1432 b37	1432b	37	no-corpus	
page-075-R:28	ρ8. 1428 b24	1428b	24	no-corpus	
page-075-R:42	τη1. 151b35	151b	35	seam	
page-075-R:46	τη1. 151 b35	151b	35	seam	
page-075-R:47	Κ10. 12b3	12b	3	seam	
page-075-R:61	ημα15. 1188b20	1188b	20	no-corpus	
page-076-L:1	ημα17. 1189a15	1189a	15	no-corpus	
page-076-L:1	34. 1195 b16	1195b	16	no-corpus	
page-076-L:2	ημα34. 1194a11	1194a	11	no-corpus	
page-076-L:2	1195b16	1195b	16	no-corpus	
page-076-L:2	β11. 1210a38	1210a	38	no-corpus	
page-076-L:3	ημα34. 1194a20	1194a	20	no-corpus	
page-076-L:7	πλγ1. 961b22	961b	22	no-corpus	
page-076-L:24	κ12. 1069a3	1069a	3	seam	
page-076-L:37	ε7. 17b16	17b	16	seam	
page-076-L:41	21, 52b15	52b	15	seam	
page-076-L:52	ε7. 17b20	17b	20	seam	
page-076-L:57	ρ27. 1435b28	1435b	28	no-corpus	
page-076-R:32	πκε2. 938a4	938a	4	no-corpus	
page-076-R:39	πκγ2. 931b5	931b	5	no-corpus	
page-076-R:46	πν1. 481a21	481a	21	no-corpus	
page-076-R:47	ημα14. 1188b6	1188b	6	no-corpus	
page-076-R:52	10. 1475b11	1475b	11	no-corpus	
page-076-R:54	ρ8. 1428b13	1428b	13	no-corpus	
page-076-R:56	ρ37. 1442b33	1442b	33	no-corpus	
page-076-R:61	202. 1514b26	1514b	26	no-corpus	
page-077-L:4	ημα17. 1189a27	1189a	27	no-corpus	
page-077-L:6	ρ34. 1439b3	1439b	3	no-corpus	
page-077-L:7	ρ3. 1425a6	1425a	6	no-corpus	
page-077-L:8	ρ38. 1445a32	1445a	32	no-corpus	
page-077-L:10	ρ7. 1428a7	1428a	7	no-corpus	
page-077-L:13	596. 1595b25	1595b	25	no-corpus	
page-077-L:14	65. 1486b28	1486b	28	no-corpus	
page-077-L:18	626. 1584a6	1584a	6	no-corpus	
page-077-L:23	65. 1486b32	1486b	32	no-corpus	
page-077-L:25	65. 1486b34	1486b	34	no-corpus	
page-077-L:33	πια29. 902b13	902b	13	no-corpus	
page-077-L:40	82. 1490a11	1490a	11	no-corpus	
page-077-L:42	ρ4. 1426a28	1426a	28	no-corpus	
page-077-L:50	ημα34. 1194a28	1194a	28	no-corpus	
page-077-R:6	πιδ3. 909a23	909a	23	no-corpus	
page-077-R:7	κδ8. 936b16	936b	16	no-corpus	
page-077-R:7	27. 943a11	943a	11	no-corpus	
page-077-R:8	πλγ1. 961b15	961b	15	no-corpus	
page-077-R:11	Ζμγ7. 670b10	670b	10	seam	
page-077-R:23	πβ16. 867b32	867b	32	no-corpus	
page-077-R:24	πλγ5. 962a2	962a	2	no-corpus	
page-077-R:25	πε30. 884a2	884a	2	no-corpus	
page-077-R:27	πλβ13. 961b3	961b	3	no-corpus	
page-077-R:28	13. 915b18	915b	18	no-corpus	
page-077-R:28	4. 940b18	940b	18	no-corpus	
page-077-R:30	φτβ4. 826a3	826a	3	no-corpus	
page-077-R:32	7. 940b34	940b	34	no-corpus	
page-077-R:33	φτβ4. 826a3	826a	3	no-corpus	
page-077-R:34	πζ2. 886a30	886a	30	no-corpus	
page-077-R:51	ρ19. 1433b1	1433b	1	no-corpus	
page-078-L:1	Ηκ1. 1172a29	1172a	29	seam	
page-078-L:5	Ζμγ7. 670b4	670b	4	seam	
page-078-L:6	πκα20. 929a39	929a	39	no-corpus	
page-078-L:7	πγ15. 873a20	873a	20	no-corpus	
page-078-L:8	πε39. 885 a10	885a	10	no-corpus	
page-078-L:9	κ32. 926b12	926b	12	no-corpus	
page-078-L:11	Ζικ1. 638a31	638a	31	no-corpus	
page-078-L:15	πκε22. 940a11	940a	11	no-corpus	
page-078-L:17	πι30. 894a19	894a	19	no-corpus	
page-078-L:31	πε25. 883b8	883b	8	no-corpus	
page-078-L:31	λ4. 955b15	955b	15	no-corpus	
page-078-L:35	10. 12 b22	12b	22	seam	
page-078-L:40	13. 15a5	15a	5	seam	
page-078-L:47	Κ12. 14b17	14b	17	seam	
page-078-L:48	ημα10. 1187b2	1187b	2	no-corpus	
page-078-R:4	52b8	52b	8	seam	
page-078-R:16	264a35	264a	35	tail	1-33
page-078-R:55	ημβ7. 1206a38	1206a	38	no-corpus	
page-079-L:24	πιθ15. 918b27	918b	27	no-corpus	
page-079-L:25	πιθ15. 918b13	918b	13	no-corpus	
page-079-L:26	πιθ15. 918b19	918b	19	no-corpus	
page-079-L:28	Ζμβ17. 661a27	661a	27	seam	
page-079-L:36	πη9. 888a20	888a	20	no-corpus	
page-079-L:37	πη9. 888a18	888a	18	no-corpus	
page-079-L:52	πε40. 885a36	885a	36	no-corpus	
page-079-L:53	πκ9. 923b27	923b	27	no-corpus	
page-079-R:1	κ12. 1069a3	1069a	3	seam	
page-079-R:19	ε7. 17b26	17b	26	seam	
page-079-R:26	ε7. 17b17	17b	17	seam	
page-079-R:39	596. 1576b31	1576b	31	no-corpus	
page-079-R:41	203. 1515 a23	1515a	23	no-corpus	
page-079-R:47	πκα20. 929a38	929a	38	no-corpus	
page-079-R:53	πκδ13. 937a32	937a	32	no-corpus	
page-079-R:60	131. 1500b19	1500b	19	no-corpus	
page-080-L:3	65. 1486b28	1486b	28	no-corpus	
page-080-L:4	πιθ13. 918b3	918b	3	no-corpus	
page-080-L:5	7. 918a7	918a	7	no-corpus	
page-080-L:5	17. 918b34	918b	34	no-corpus	
page-080-L:7	πιθ39. 921a8	921a	8	no-corpus	
page-080-L:8	πιθ16. 918b30	918b	30	no-corpus	
page-080-L:8	πιθ18. 919a7	919a	7	no-corpus	
page-080-L:9	πιθ18. 919a1	919a	1	no-corpus	
page-080-L:10	πιθ17. 918b39	918b	39	no-corpus	
page-080-L:11	πζ1. 886a24	886a	24	no-corpus	
page-080-L:11	2. 886 a31	886a	31	no-corpus	
page-080-L:12	6. 887a4	887a	4	no-corpus	
page-080-L:14	198. 1513b3	1513b	3	no-corpus	
page-080-L:22	276. 1527b33	1527b	33	no-corpus	
page-080-L:23	πκγ5. 932a2	932a	2	no-corpus	
page-080-L:25	πκγ5. 932a16	932a	16	no-corpus	
page-080-L:27	99. 1494a20	1494a	20	no-corpus	
page-080-L:28	99. 1494a16	1494a	16	no-corpus	
page-080-L:31	40. 1481b15	1481b	15	no-corpus	
page-080-L:33	ρ12. 1430b25	1430b	25	no-corpus	
page-080-L:38	64. 1486b23	1486b	23	no-corpus	
page-080-L:40	64. 1486b19	1486b	19	no-corpus	
page-080-L:42	πδ5. 877a5	877a	5	no-corpus	
page-080-L:52	371.1540a18	1540a	18	no-corpus	
page-080-R:25	Ζιδ11.538b2	538b	2	seam	
page-080-R:26	195. 1513a24	1513a	24	no-corpus	
page-080-R:33	πα41. 864a3	864a	3	no-corpus	
page-080-R:46	πιθ37. 920b19	920b	19	no-corpus	
page-080-R:46	3. 917a31	917a	31	no-corpus	
page-080-R:46	πιθ4. 917 b37	917b	37	no-corpus	
page-081-L:2	πο5. 1449 a35	1449a	35	seam	
page-081-L:5	πκγ4. 931b35	931b	35	no-corpus	
page-081-L:5	4. 913b14	913b	14	no-corpus	
page-081-L:8	Ζικ7. 638a7	638a	7	no-corpus	
page-081-L:24	68b54	68b	54	finding	1-41
page-081-L:30	πιθ6. 918a11	918a	11	no-corpus	
page-081-L:31	Ζιη1. 581 a18	581a	18	seam	
page-081-L:33	69a58	69a	58	finding	1-39
page-081-L:46	πε40. 885a15	885a	15	no-corpus	
page-081-L:46	1. 880a16	880a	16	no-corpus	
page-081-L:46	10. 881b19	881b	19	no-corpus	
page-081-L:46	23. 883 a23	883a	23	no-corpus	
page-081-L:52	Ζιη1. 581a18	581a	18	seam	
page-081-L:53	Ζικ1. 634a35	634a	35	no-corpus	
page-081-L:56	πλ1. 954b9	954b	9	no-corpus	
page-081-L:56	955a30	955a	30	no-corpus	
page-081-L:56	160. 1505a6	1505a	6	no-corpus	
page-081-L:57	ηεγ7. 1234b4	1234b	4	seam	
page-081-R:13	ψβ5. 417b32	417b	32	tail	1-31
page-081-R:25	3. 16b14	16b	14	seam	
page-081-R:31	πιγ5. 908a25	908a	25	no-corpus	
page-081-R:34	Ηδ1. 1119b26	1119b	26	seam	
page-081-R:35	πκθ14. 952a19	952a	19	no-corpus	
page-081-R:57	φτα1. 816a32	816a	32	no-corpus	
page-082-L:23	Πε1. 1301a34	1301a	34	seam	
page-082-L:26	Ρα15. 1377b9	1377b	9	seam	
page-082-R:16	342.1535b3	1535b	3	no-corpus	
page-082-R:17	κ2. 391b26	391b	26	finding	1-23
page-082-R:18	625. 1583b22	1583b	22	no-corpus	
page-082-R:35	ηεγ 23. 1191b25	1191b	25	no-corpus	
page-082-R:38	πιη7. 917b2	917b	2	no-corpus	
page-082-R:38	13. 941b26	941b	26	no-corpus	
page-082-R:40	Ζγδ10. 778a6	778a	6	seam	
page-082-R:41	13. 941b32	941b	32	no-corpus	
page-083-L:6	Μμ10. 1087a17	1087a	17	seam	
page-083-L:49	Ζμδ4. 678a1	678a	1	seam	
page-083-L:51	Ζμγ5. 668b20	668b	20	seam	
page-083-R:20	ρ31. 1438b10	1438b	10	no-corpus	
page-083-R:20	32. 1438b23	1438b	23	no-corpus	
page-083-R:21	37. 1442b30	1442b	30	no-corpus	
page-083-R:24	ρ31. 1438a4	1438a	4	no-corpus	
page-083-R:28	πκγ30. 934b28	934b	28	no-corpus	
page-083-R:29	ρ30. 1437b27	1437b	27	no-corpus	
page-083-R:32	Ηβ9. 1109b5	1109b	5	seam	
page-083-R:37	ρ2. 1422b14	1422b	14	no-corpus	
page-083-R:42	Ηθ16. 1163 b19	1163b	19	seam	
page-083-R:51	λ1. 955a8	955a	8	no-corpus	
page-083-R:53	460. 1553b28	1553b	28	no-corpus	
page-083-R:59	πιθ26. 919b23	919b	23	no-corpus	
page-083-R:59	46. 922b39	922b	39	no-corpus	
page-083-R:59	21. 919 a30	919a	30	no-corpus	
page-084-L:7	Αδ13. 97 b23	97b	23	seam	
page-084-L:16	Φη3. 246b19	246b	19	seam	
page-084-L:17	πκ1. 923a8	923a	8	no-corpus	
page-084-L:25	πγ8. 872a11	872a	11	no-corpus	
page-084-L:25	184. 1510a5	1510a	5	no-corpus	
page-084-L:42	πα35. 863a28	863a	28	no-corpus	
page-084-L:47	125. 1499b13	1499b	13	no-corpus	
page-084-L:55	89. 1492a11	1492a	11	no-corpus	
page-084-L:61	ρ2. 1422b8	1422b	8	no-corpus	
page-084-R:1	462. 1554a11	1554a	11	no-corpus	
page-084-R:12	φτα6. 821a23	821a	23	no-corpus	
page-084-R:13	φτα4. 819a10	819a	10	no-corpus	
page-084-R:17	400. 1544b26	1544b	26	no-corpus	
page-084-R:19	120. 1498a40	1498a	40	no-corpus	
page-084-R:22	πλα23. 959b26	959b	26	no-corpus	
page-084-R:28	πγ15. 873a14	873a	14	no-corpus	
page-084-R:28	ε22. 883a12	883a	12	no-corpus	
page-084-R:28	κη1. 949a31	949a	31	no-corpus	
page-084-R:29	151. 1503 b30	1503b	30	no-corpus	
page-084-R:37	ημβ6. 1202a3	1202a	3	no-corpus	
page-084-R:50	Ργ4. 1406b37	1406b	37	tail	1-36
page-084-R:53	πιθ50. 923a1	923a	1	no-corpus	
page-084-R:59	μ1. 1076a29	1076a	29	seam	
page-084-R:61	ρ19. 1432b17	1432b	17	no-corpus	
page-085-L:1	ρ37. 1444a28	1444a	28	no-corpus	
page-085-L:9	πιθ20. 919a21	919a	21	no-corpus	
page-085-L:20	Φγ8. 208a8	208a	8	seam	
page-085-L:21	πβ21. 868a33	868a	33	no-corpus	
page-085-L:22	πβ41. 870b16	870b	16	no-corpus	
page-085-L:23	πβ33. 869b38	869b	38	no-corpus	
page-085-L:29	ρ9. 1430a3	1430a	3	no-corpus	
page-085-L:30	φτα3. 818b4	818b	4	no-corpus	
page-085-L:33	ρ2. 1421b16	1421b	16	no-corpus	
page-085-L:46	πν4. 483a7	483a	7	no-corpus	
page-085-L:47	πι23. 893a39	893a	39	no-corpus	
page-085-L:50	Ζμδ2. 677a4	677a	4	seam	
page-085-L:54	πε22. 883 a15	883a	15	no-corpus	
page-085-L:57	ρ12. 1430b7	1430b	7	no-corpus	
page-085-R:1	φτβ3. 825a37	825a	37	no-corpus	
page-085-R:2	257. 1525a26	1525a	26	no-corpus	
page-085-R:3	πια27. 902a14	902a	14	no-corpus	
page-085-R:4	Φγ5. 205a32	205a	32	seam	
page-085-R:6	φτβ4. 825b23	825b	23	no-corpus	
page-085-R:9	248. 1523b40	1523b	40	no-corpus	
page-085-R:11	443. 1550b39	1550b	39	no-corpus	
page-085-R:28	Μθ10. 1052a2	1052a	2	seam	
page-085-R:41	Ρα15. 1377b5	1377b	5	seam	
page-085-R:42	596. 1575b14	1575b	14	no-corpus	
page-085-R:45	πλε6. 965a16	965a	16	no-corpus	
page-085-R:47	πι48. 896a34	896a	34	no-corpus	
page-085-R:47	κα12. 928 a20	928a	20	no-corpus	
page-085-R:48	πκ22. 925 a36	925a	36	no-corpus	
page-085-R:52	1. 250b14	250b	14	seam	
page-086-L:24	40. 1481a39	1481a	39	no-corpus	
page-086-L:34	πε25. 883b12	883b	12	no-corpus	
page-086-L:35	λ4. 955b19	955b	19	no-corpus	
page-086-L:51	η1. 242a30	242a	30	seam	
page-086-L:58	202. 1514b12	1514b	12	no-corpus	
page-086-R:17	Φγ1. 200b17	200b	17	seam	
page-086-R:26	πκα14. 929a1	929a	1	no-corpus	
page-086-R:29	Φθ1. 250b18	250b	18	seam	
page-086-R:48	η1. 242a19	242a	19	seam	
page-086-R:51	Μγ7. 1012b12	1012b	12	seam	
page-086-R:58	πια6. 899b16	899b	16	no-corpus	
page-086-R:59	Οβ13. 294a25	294a	25	seam	
page-087-L:3	ρ2. 1422b9	1422b	9	no-corpus	
page-087-L:4	ρ2. 1422b10	1422b	10	no-corpus	
page-087-L:6	πγ3. 871a21	871a	21	no-corpus	
page-087-L:6	22. 874a33	874a	33	no-corpus	
page-087-L:6	πκ34. 926b26	926b	26	no-corpus	
page-087-L:17	πδ12. 877b2	877b	2	no-corpus	
page-087-L:22	πε25. 883b13	883b	13	no-corpus	
page-087-L:23	λ4. 955b21	955b	21	no-corpus	
page-087-L:33	327. 1532b19	1532b	19	no-corpus	
page-087-L:42	πε8. 881b2	881b	2	no-corpus	
page-087-L:43	3. 885b29	885b	29	no-corpus	
page-087-L:46	πε40. 885b1	885b	1	no-corpus	
page-087-L:47	πλγ5. 962a8	962a	8	no-corpus	
page-087-L:48	φτβ2. 823b39	823b	39	no-corpus	
page-087-R:1	ρ3. 1425 a4	1425a	4	no-corpus	
page-087-R:9	385. 1542a23	1542a	23	no-corpus	
page-087-R:10	189. 1511b29	1511b	29	no-corpus	
page-087-R:21	ημα32. 1193a32	1193a	32	no-corpus	
page-087-R:31	Ζμγ5. 668b8	668b	8	seam	
page-087-R:33	πκ12. 924a11	924a	11	no-corpus	
page-087-R:36	πα25. 862b5	862b	5	no-corpus	
page-087-R:37	Ζμγ14. 674b34	674b	34	seam	
page-087-R:40	πλα23. 959b23	959b	23	no-corpus	
page-087-R:41	πλγ1. 963b12	963b	12	no-corpus	
page-087-R:43	πδ12. 877b36	877b	36	no-corpus	
page-087-R:43	ιγ4. 908a1	908a	1	no-corpus	
page-087-R:44	πα16. 861a11	861a	11	no-corpus	
page-087-R:45	πκβ13. 951a23	951a	23	no-corpus	
page-087-R:52	12. 941b17	941b	17	no-corpus	
page-087-R:53	238. 1521b25	1521b	25	no-corpus	
page-087-R:54	31. 943 b33	943b	33	no-corpus	
page-087-R:55	55. 946b24	946b	24	no-corpus	
page-087-R:55	1. 940a31	940a	31	no-corpus	
page-087-R:57	238. 1521b6	1521b	6	no-corpus	
page-087-R:60	527. 1565a9	1565a	9	no-corpus	
page-087-R:61	πια6. 899a24	899a	24	no-corpus	
page-087-R:61	πιθ11. 918a35	918a	35	no-corpus	
page-088-L:6	ρ30. 1437b31	1437b	31	no-corpus	
page-088-L:7	ρ8. 1429a10	1429a	10	no-corpus	
page-088-L:7	37. 1444a4	1444a	4	no-corpus	
page-088-L:8	στον 1443b28	1443b	28	no-corpus	
page-088-L:8	ρ31. 1438b2	1438b	2	no-corpus	
page-088-L:10	ρ16. 1431b21	1431b	21	no-corpus	
page-088-L:10	17. 1432a32	1432a	32	no-corpus	
page-088-L:18	πη4. 887b23	887b	23	no-corpus	
page-088-L:23	251. 1524b28	1524b	28	no-corpus	
page-088-L:28	ρ16. 1431b32	1431b	32	no-corpus	
page-088-L:29	ρ31. 1438b10	1438b	10	no-corpus	
page-088-L:33	ρ16. 1431b23	1431b	23	no-corpus	
page-088-L:34	ρ30. 1437b29	1437b	29	no-corpus	
page-088-L:34	37. 1443b28	1443b	28	no-corpus	
page-088-L:35	1444a4	1444a	4	no-corpus	
page-088-L:36	ρ17. 1432a20	1432a	20	no-corpus	
page-088-L:37	πα50. 865a37	865a	37	no-corpus	
page-088-L:43	24. 1478b12	1478b	12	no-corpus	
page-088-L:47	πκ13. 924a27	924a	27	no-corpus	
page-088-L:51	Ηγ15. 1119b8	1119b	8	seam	
page-088-R:7	4. 16b32	16b	32	seam	
page-088-R:8	ρ24. 1434b33	1434b	33	no-corpus	
page-088-R:12	ρ32. 1438b20	1438b	20	no-corpus	
page-088-R:17	Φβ1. 192b10	192b	10	seam	
page-088-R:18	γ1. 298 a29	298a	29	seam	
page-088-R:19	γ1. 424b30	424b	30	seam	
page-088-R:25	μδ1. 378 b32	378b	32	seam	
page-088-R:48	πκδ11. 937a19	937a	19	no-corpus	
page-088-R:53	Μζ1. 1028a31	1028a	31	seam	
page-088-R:57	Κ13. 14b24	14b	24	seam	
page-088-R:58	Ηζ13. 1145a1	1145a	1	seam	
page-089-L:1	ε11. 21 a19	21a	19	seam	
page-089-L:3	Πε1. 1301a29	1301a	29	seam	
page-089-L:5	182. 1502a16	1502a	16	no-corpus	
page-089-L:12	Αδ1. 89b33	89b	33	seam	
page-089-L:12	2. 89b39	89b	39	seam	
page-089-L:14	ε11. 21a5	21a	5	seam	
page-089-L:32	δ1. 1288b26	1288b	26	seam	
page-089-L:35	ημβ6. 1202b1	1202b	1	no-corpus	
page-089-L:46	6. 128b9	128b	9	seam	
page-089-L:47	ε1. 1301a36	1301a	36	seam	
page-089-L:60	Μμ1. 1076a27	1076a	27	seam	
page-089-R:15	ημα4. 1185a39	1185a	39	no-corpus	
page-089-R:20	ρ1. 1420a26	1420a	26	finding	1-8
page-089-R:22	ημα12. 1187b34	1187b	34	no-corpus	
page-089-R:24	168. 1506a29	1506a	29	no-corpus	
page-089-R:33	πιε5. 911b2	911b	2	no-corpus	
page-089-R:34	πι67. 898b24	898b	24	no-corpus	
page-089-R:35	πε9. 881b13	881b	13	no-corpus	
page-089-R:36	πλγ1. 961b21	961b	21	no-corpus	
page-089-R:36	5. 962a4	962a	4	no-corpus	
page-089-R:38	πλγ13. 962b31	962b	31	no-corpus	
page-089-R:39	36. 944b12	944b	12	no-corpus	
page-089-R:39	κε16. 939b10	939b	10	no-corpus	
page-089-R:44	πιγ8. 908b21	908b	21	no-corpus	
page-089-R:48	πο15. 1454b1	1454b	1	seam	
page-089-R:53	ημβ11. 1209a16	1209a	16	no-corpus	
page-090-L:8	3. 913a38	913a	38	no-corpus	
page-090-L:8	12. 915b10	915b	10	no-corpus	
page-090-L:11	ρ3. 1424 a15	1424a	15	no-corpus	
page-090-L:13	ρ3. 1424a27	1424a	27	no-corpus	
page-090-L:36	ρ9. 1429 b30	1429b	30	no-corpus	
page-090-L:40	πι21. 893a4	893a	4	no-corpus	
page-090-L:45	Φη3. 247a18	247a	18	seam	
page-090-L:48	ημβ6. 1201b3	1201b	3	no-corpus	
page-090-L:56	πια35. 903b5	903b	5	no-corpus	
page-090-L:57	πκγ5. 932 a9	932a	9	no-corpus	
page-090-L:58	κδ9. 936b31	936b	31	no-corpus	
page-090-R:4	β12. 1274b22	1274b	22	seam	
page-090-R:13	Φη3. 245b8	245b	8	seam	
page-090-R:13	22. 246b13	246b	13	seam	
page-090-R:13	247a5	247a	5	seam	
page-090-R:17	5. 940 b24	940b	24	no-corpus	
page-090-R:18	4. 940b18	940b	18	no-corpus	
page-090-R:25	40. 945a4	945a	4	no-corpus	
page-090-R:29	54. 946b17	946b	17	no-corpus	
